title,article_id,ai4epi_fulltext_decision
The Chinese Axis: Zoning Technologies and Variegated Sovereignty,DOI_85aca7b1177a,EXCLUDE
"Numerical Modeling and Computer Simulation of a Meander Line Antenna for Alzheimer’s Disease Treatment, a Feasibility Study",PMID_36945328,EXCLUDE
Performance issues in wireless body area networks for the healthcare application: a survey and future prospects,DOI_da82f78b8003,EXCLUDE
"Rho and Ras GTPases in Axon Growth, Guidance, and Branching",PMID_20182621,EXCLUDE
"Cybersecurity of COSPAS-SARSAT and EPIRB: threat and attacker models, exploits, future research",DOI_37d504382ec1,EXCLUDE
Age-specific epidemic waves of influenza and respiratory syncytial virus in a subtropical city,PMID_25981824,EXCLUDE
Energy Optimized Congestion Control-Based Temperature Aware Routing Algorithm for Software Defined Wireless Body Area Networks,DOI_80ae64420943,EXCLUDE
"Investigation using whole genome sequencing of a prolonged restaurant outbreak of Salmonella Typhimurium linked to the building drainage system, England, February 2015 to March 2016",PMID_29233257,EXCLUDE
"Responding to the challenge of untreatable gonorrhea: ETX0914, a first-in-class agent with a distinct mechanism-of-action against bacterial Type II topoisomerases",PMID_26168713,EXCLUDE
Distinguished seismological and electromagnetic features of the impending global failure: Did the 7/9/1999 M5.9 Athens earthquake come with a warning?,DOI_49fa8331d281,EXCLUDE
Impact of Substituents in Tumor Uptake and Fluorescence Imaging Ability of Near‐Infrared Cyanine‐like Dyes,PMID_26108696,EXCLUDE
Experimental Treatment of Ebola Virus Disease with Brincidofovir,PMID_27611077,EXCLUDE
EVALUATION OF INSAR DEM FROM HIGH-RESOLUTION SPACEBORNE SAR DATA,DOI_fe9e77ef5163,EXCLUDE
A role for the dystrophin-glycoprotein complex as a transmembrane linker between laminin and actin,PMID_8349731,EXCLUDE
An Experimental Infection in Pigs Using a Foot-and-Mouth Disease Virus Isolated from the 2010 Epidemic in Japan,PMID_21532260,EXCLUDE
Digital Dashboard Design Using Multiple Data Streams for Disease Surveillance With Influenza Surveillance as an Example,DOI_bb859dd531d9,EXCLUDE
Hybrid Drugs—A Strategy for Overcoming Anticancer Drug Resistance?,PMID_33946916,EXCLUDE
"Knowledge Levels and Training Needs of Disaster Medicine among Health Professionals, Medical Students, and Local Residents in Shanghai, China",PMID_23826190,EXCLUDE
Sarcopenia: assessment of disease burden and strategies to improve outcomes,PMID_29785098,EXCLUDE
Concerns and Preparedness for an Avian Influenza Pandemic: A Comparison between Community Hospital and Tertiary Hospital Healthcare Workers,PMID_18057808,EXCLUDE
Free-living animals as a source of zoonotic microorganisms,DOI_1ffff01bc795,EXCLUDE
Control of white mold (Sclerotinia sclerotiorum) through plant-mediated RNA interference,PMID_37081036,EXCLUDE
Retrieval of near-surface sulfur dioxide (SO <sub>2</sub> ) concentrations at a global scale using IASI satellite observations,DOI_487a0691d410,EXCLUDE
"Inequities in the emergence, manifestations and consequences of COVID19",DOI_410c1ef8aa2c,EXCLUDE
Castanea sativa (European Chestnut) Leaf Extracts Rich in Ursene and Oleanene Derivatives Block Staphylococcus aureus Virulence and Pathogenesis without Detectable Resistance,PMID_26295163,EXCLUDE
Pyrrole: a resourceful small molecule in key medicinal hetero-aromatics,DOI_61f863ea4a43,EXCLUDE
A Novel Extracytoplasmic Function (ECF) Sigma Factor Regulates Virulence in Pseudomonas aeruginosa,PMID_19730690,EXCLUDE
Cathepsin L Helps to Defend Mice from Infection with Influenza A,PMID_27716790,EXCLUDE
Laboratory capacity building for the International Health Regulations (IHR[2005]) in resource-poor countries: the experience of the African Field Epidemiology Network (AFENET),PMID_21143830,EXCLUDE
"Legionellosis on the rise: A scoping review of sporadic, community-acquired incidence in the United States",PMID_37503568,EXCLUDE
Major Infection Events Over 5 Years: How Is Media Coverage Influencing Online Information Needs of Health Care Professionals and the Public?,PMID_23856364,EXCLUDE
Regulation of<i>MYC</i>gene expression by aberrant Wnt/β-catenin signaling in colorectal cancer,PMID_26629312,EXCLUDE
Complex chloroplast RNA metabolism: just debugging the genetic programme?,PMID_18755031,EXCLUDE
Bacteriophage-Mediated Control of Phytopathogenic Xanthomonads: A Promising Green Solution for the Future,PMID_34068401,EXCLUDE
The Impact of Energy Prices on Precious Metals: A Comparison of the SARS-COV2 Period and Prior Period,DOI_51bda56ef57f,EXCLUDE
Lack of Evidence for Frequent Heterosexual Transmission of Human Herpesvirus 8 in Zimbabwe,PMID_19400749,EXCLUDE
"Toxicology, structure-function relationship, and human and environmental health impacts of polychlorinated biphenyls: progress and problems.",PMID_8354174,EXCLUDE
The relative efficacy of trivalent live attenuated and inactivated influenza vaccines in children and adults,PMID_21306569,EXCLUDE
Perbandingan Model Spasial dalam Permasalahan Kemiskinan di Provinsi Jawa Timur,DOI_5e0da36bab41,EXCLUDE
Adding tsetse control to medical activities contributes to decreasing transmission of sleeping sickness in the Mandoul focus (Chad),PMID_28750007,EXCLUDE
Multi-objective entropy evolutionary algorithm for marine oil spill detection using cosmo-skymed satellite data,DOI_fa2f93fd0bae,EXCLUDE
"Enhancing Spatial Autoregressive Models with Bootstrap Techniques: A Methodological Investigation into Bias, Precision, and Sample Size Effects",DOI_8f5fe6a5c048,EXCLUDE
Isothermal amplified detection of DNA and RNA,PMID_24643211,EXCLUDE
An MLE of Interferometric Coherence Matrix and its Applications in Multipolarimetric Interferometric Phase Optimization and Phase Series Estimation,DOI_3f51b487be9a,EXCLUDE
Daphnia as an Emerging Epigenetic Model Organism,PMID_22567376,EXCLUDE
Modeling Adaptive Behavior in Influenza Transmission,DOI_41cd0aae046c,EXCLUDE
Legal Approaches and Regulatory Methods for Fintech in the Guangdong – Hong Kong – Macao Greater Bay Area,DOI_bb0454f537f6,EXCLUDE
Natural Killer Cell Mediated Antibody-Dependent Cellular Cytotoxicity in Tumor Immunotherapy with Therapeutic Antibodies,PMID_23543707,EXCLUDE
The phosphorylation state of eNOS modulates vascular reactivity and outcome of cerebral ischemia in vivo,PMID_17557122,EXCLUDE
Structure Based Identification and Characterization of Flavonoids That Disrupt Human Papillomavirus-16 E6 Function,PMID_24376816,EXCLUDE
Scabies: Advances in Noninvasive Diagnosis,PMID_27311065,EXCLUDE
The alternatively initiated c-Myc proteins differentially regulate transcription through a noncanonical DNA-binding site.,PMID_7958908,EXCLUDE
Herpes Simplex Virus-Induced Epithelial Damage and Susceptibility to Human Immunodeficiency Virus Type 1 Infection in Human Cervical Organ Culture,PMID_21818356,EXCLUDE
Ki-67 is a PP1-interacting protein that organises the mitotic chromosome periphery,PMID_24867636,EXCLUDE
Factors influencing prolonged length of hospital stay and ICU admission in a pediatric population admitted with infectious SARS,DOI_8507eff97899,EXCLUDE
Circulation of SARS-CoV–Related Coronaviruses and Alphacoronaviruses in Bats from Croatia,PMID_37110383,EXCLUDE
A Stochastic Multi-Scale Model of HIV-1 Transmission for Decision-Making: Application to a MSM Population,PMID_24302983,EXCLUDE
R proteins as fundamentals of plant innate immunity,PMID_20585889,EXCLUDE
Rapid Surface Large-Change Monitoring by Repeat-Pass GEO SAR Multibaseline Interferometry,DOI_a55ae7bfcf94,EXCLUDE
Structure-Activity Relationships of Dopamine Transporter Pharmacological Chaperones,PMID_35614973,EXCLUDE
Antimicrobial uses for livestock production in developing countries,PMID_33642806,EXCLUDE
BTB-BACK Domain Protein POB1 Suppresses Immune Cell Death by Targeting Ubiquitin E3 ligase PUB17 for Degradation,PMID_28056034,EXCLUDE
Physiological-social score (PMEWS) vs. CURB-65 to triage pandemic influenza: a comparative validation study using community-acquired pneumonia as a proxy,PMID_17328822,EXCLUDE
A comparison of five methods to predict genomic breeding values of dairy bulls from genome-wide SNP markers,PMID_20043835,EXCLUDE
Induced fit and pharmacophore generation approach applied to A2A adenosine receptor antagonists,DOI_a042c7a66312,EXCLUDE
Review on Bacterial Blight of rice caused by Xanthomonas oryzae pv. oryzae: different management approaches and role of Pseudomonas fluorescens as a potential biocontrol agent,DOI_1dc825dec81c,EXCLUDE
Automotive Radar — From First Efforts to Future Systems,DOI_873b9969640a,EXCLUDE
A Spatial Outlier Detection Method for Big Data Based on Adjacency Weighted Residuals and Its Application to Covid-19 Data,DOI_a8b569addcff,EXCLUDE
Trends in <scp>K</scp>aposi's sarcoma‐associated <scp>H</scp>erpesvirus antibodies prior to the development of <scp>HIV</scp>‐associated <scp>K</scp>aposi's sarcoma: A nested case‐control study,PMID_25395177,EXCLUDE
SAR Analysis of Small Molecules Interfering with Energy-Metabolism in Mycobacterium tuberculosis,DOI_65e2fa98b47e,EXCLUDE
ANÁLISE ESPACIAL DO DESENVOLVIMENTO RURAL DOS MUNICÍPIOS DA REGIÃO DO SUBMÉDIO SÃO FRANCISCO,DOI_fe3370cc8ace,EXCLUDE
"Microbes on a Bottle: Substrate, Season and Geography Influence Community Composition of Microbes Colonizing Marine Plastic Debris",PMID_27487037,EXCLUDE
"Observations of River Ice Breakup Using GNSS-IR, SAR, and Machine Learning",DOI_ad5c3465cb12,EXCLUDE
The pathobiology of the osteoclast.,PMID_2982920,EXCLUDE
Comparing sensitivity analysis methods to advance lumped watershed model identification and evaluation,DOI_6d07aa0a52ce,EXCLUDE
"Macroeconomic impact of a mild influenza pandemic and associated policies in <scp>T</scp>hailand, <scp>S</scp>outh <scp>A</scp>frica and <scp>U</scp>ganda: a computable general equilibrium analysis",PMID_23822177,EXCLUDE
Modelling the evolution of organic carbon during its gas-phase tropospheric oxidation: development of an explicit model based on a self generating approach,DOI_39e5a5b62159,EXCLUDE
GogB Is an Anti-Inflammatory Effector that Limits Tissue Damage during Salmonella Infection through Interaction with Human FBXO22 and Skp1,PMID_22761574,EXCLUDE
Major Role for Amphotericin B–Flucytosine Combination in Severe Cryptococcosis,PMID_18682846,EXCLUDE
Can Ebola virus become endemic in the human population?,PMID_26676470,EXCLUDE
An Avian Connection as a Catalyst to the 1918-1919 Influenza Pandemic,PMID_15968345,EXCLUDE
"COMPARISON BETWEEN SPECTRAL, SPATIAL AND POLARIMETRIC CLASSIFICATION OF URBAN AND PERIURBAN LANDCOVER USING TEMPORAL SENTINEL – 1 IMAGES",DOI_2e3e6e4104e4,EXCLUDE
QPhAR – Quantitative Pharmacophore Activity Relationship: Method and Validation,DOI_b7b8d0f0f309,EXCLUDE
"Health effects of omega-3,6,9 fatty acids: Perilla frutescens is a good example of plant oils",PMID_21909287,EXCLUDE
Biochemical evidence of furin specificity and potential for phospho-regulation at Spike protein S1/S2 cleavage site in SARS-CoV2 but not in SARS-CoV1 or MERS-CoV,DOI_3c3085b5c361,EXCLUDE
Legal Issues in Patient Safety: The Example of Nosocomial Infection,PMID_16334088,EXCLUDE
The Evolution of the Wnt Pathway,PMID_22751150,EXCLUDE
Rainfall trends and variation in the Maasai Mara ecosystem and their implications for animal population and biodiversity dynamics,PMID_30231048,EXCLUDE
"Human chlamydial infections: persistence, prevalence, and outlook for the future",DOI_3a2d0718f263,EXCLUDE
Health Diplomacy and the Enduring Relevance of Foreign Policy Interests,PMID_20422036,EXCLUDE
"<i>In vitro</i> and <i>in vivo</i> effects of UP 269‐6, a new potent orally active nonpeptide angiotensin II receptor antagonist, on vascular smooth muscle cell proliferation",PMID_9031754,EXCLUDE
Insulin-Like Growth Factor System in Cancer: Novel Targeted Therapies,PMID_25866791,EXCLUDE
Coumarin derivatives as inhibitors against monoamine oxidase: structure-activity relationships and inhibitory mechanisms,DOI_b76073b0f93e,EXCLUDE
"KSHV infects a subset of human tonsillar B cells, driving proliferation and plasmablast differentiation",PMID_21245574,EXCLUDE
Drug-Resistance of Enteric Bacteria,DOI_2f7e3d8e6d16,EXCLUDE
Recombinant Protein Foliar Application Activates Systemic Acquired Resistance and Increases Tolerance against Papaya Dieback Disease,DOI_16dc6fc59088,EXCLUDE
Robust Trajectory and Resource Optimization for Communication-Assisted UAV SAR Sensing,DOI_e19a14c9a25c,EXCLUDE
Antibiotic Resistance in Respiratory Bacterial Isolates From Critical Care Patients Infected With Sars-CoV2,DOI_cdac2e6c690a,EXCLUDE
Gaps in the gaze: Informatic practice and the work of public health surveillance,DOI_9a7adc61c929,EXCLUDE
How strong is the evidence of a link between environmental chemicals and adverse effects on human reproductive health?,PMID_14976101,EXCLUDE
Subaperture Motion-Adaptive Reconstruction Techniques for Digital Beamforming Airborne SAR,DOI_1d17660694a4,EXCLUDE
Ligand-Induced Repression of the Glucocorticoid Receptor Gene Is Mediated by an NCoR1 Repression Complex Formed by Long-Range Chromatin Interactions with Intragenic Glucocorticoid Response Elements,PMID_23428870,EXCLUDE
"Serologic Evidence of Exposure to Highly Pathogenic Avian Influenza H5 Viruses in Migratory Shorebirds, Australia",PMID_31538564,EXCLUDE
Key Topics in Molecular Docking for Drug Design,PMID_31540192,EXCLUDE
Unique domain appended to vertebrate tRNA synthetase is essential for vascular development,PMID_22353712,EXCLUDE
PANACEA: An Internet of Bio-NanoThings Application for Early Detection and Mitigation of Infectious Diseases,DOI_f651ec621b36,EXCLUDE
"Hepatitis C virus genotype 6: Virology, epidemiology, genetic variation and clinical implication",PMID_24659883,EXCLUDE
Toxicity and carcinogenicity of potassium bromate--a new renal carcinogen.,PMID_2269236,EXCLUDE
Repurposing Dupilumab May Treat Advanced COVID-19 Patients With Severe Acute Respiratory Syndrome By Mitigating Cytokine Storm,DOI_9be0ef9ae940,EXCLUDE
Structural and functional insights into caseinolytic proteases reveal an unprecedented regulation principle of their catalytic triad,PMID_23798410,EXCLUDE
PREDICTORS OF RESILIENCE AND OPTIMISM AMONG PEOPLE OF DIFFERENT AGES DURING THE SARS-COV-2 PANDEMIC,DOI_f72b95f38611,EXCLUDE
Quorum sensing and Bacterial Pathogenicity: From Molecules to Disease,PMID_21701655,EXCLUDE
Fractional Dosing of Yellow Fever Vaccine to Extend Supply: A Modeling Study,DOI_01cddb971147,EXCLUDE
Preclinical evaluation of new GRPR-antagonists with improved metabolic stability for radiotheranostic use in oncology,DOI_edf9f2f7f2d3,EXCLUDE
Theory and Applications of Covalent Docking in Drug Discovery: Merits and Pitfalls,PMID_25633330,EXCLUDE
Transmission dynamics and control of multidrug-resistant Klebsiella pneumoniae in neonates in a developing country,PMID_31793878,EXCLUDE
